V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,location,population,habitat,sex,cluster_inv1,cluster_inv3,batch,weight
PP1160,-0.0402543852401222,-0.0535213223480657,-0.0960883472441103,-0.0216749814590677,0.00150689265816907,0.126864399782093,-0.0681708402526125,-0.0585329506860341,0.0059140098657425,0.0259137230003453,-0.0225754456575314,-0.0139828343772184,0.0684010627393905,-0.0425554621918686,0.0504494606772983,0.0695493557714667,0.020899749430912,-0.0507374320847161,0.0247672371075605,-0.0531754594461858,0.0630047609836575,0.020459722243832,0.0712506407892742,0.0191581160541382,0.00330798098151718,0.0824935500254951,-0.00859424830823478,-0.0439931313864986,-0.0461925148523193,-0.105820147380331,0.0392461896327101,0.0170010538655229,colinaspinar,sevilla,urbano,female,NA,,4,
PP1161,-0.0384170178431915,-0.0287633701951731,-0.0150201350377844,0.0682469003450033,0.0565604345440461,0.0880791665216893,-0.00736967973510975,-0.0924777116710553,-0.0520230120424067,0.0348797807904372,-0.0917008243658903,0.000975049164644311,0.0833526813323404,-0.0232128632067239,0.062514171364425,0.0390709097368099,0.00945225038373279,-0.0311031632177754,0.0860064682407652,-0.0258962954582078,-0.00748276593924919,0.0447402067711737,0.051569943480125,0.0728847669512222,-0.011589214582971,0.101949596682119,-0.0430667265159246,-0.0192858670099555,-0.0802333810174802,-0.0880152352826823,-0.0524563633750217,0.0734580679181778,colinaspinar,sevilla,urbano,female,NA,,4,
PP1162,-0.0286924090604329,-0.0450905562337613,-0.0763967198665029,-0.0435953529065075,0.002904367887382,0.10913707981951,-0.0455282474366956,-0.063139190349028,-0.0304975030031049,0.01783334017395,-0.017928264521226,-0.0206368869754138,0.0741311564185417,-0.0242640147496581,0.0535525356559738,0.0598784369310762,0.0112942902748843,-0.025469410480728,0.0560631378537326,-0.0230386970456012,0.0262749669301641,0.0449033213718001,0.0396902193711767,0.0296384688893217,-0.0494146399175999,0.0546867594751547,-0.0200849739239094,-0.0198538111483433,-0.0488680979760835,-0.075884632164631,-0.00722373000306051,-0.00118116570076171,colinaspinar,sevilla,urbano,female,NA,,4,
PP1172,-0.043405031179051,-0.0150565119047323,-0.0489039299145111,-0.0917284978184679,-0.0906902109306977,-0.0057954726191806,0.0680703186152931,0.00506397071799918,-0.0111574860639654,-0.0165031625684461,-0.0196526433356763,0.00764343703388562,-0.0345877256914501,-0.0398578783981246,0.0482172005060955,-0.120747246187808,0.0554626688083918,0.0309977697138379,0.00338244474616351,-0.0514627363610126,-0.0220853278740506,-0.0288677324449356,-0.00362385997613682,-0.151999182903931,0.0554914062827063,0.00511790384796459,0.106942756652359,0.0319933480405384,-0.0299367977024807,-0.0924874859312409,0.204621803151314,0.0599906471593597,dehesa,sevilla,,female,NA,2,4,
PP1174,-0.050428799646047,-0.0019522648994099,-0.00186156808162377,0.155149563997926,0.157492267393652,-0.140203103014889,-0.0490184695166827,-0.135977461228122,0.347957200501786,0.0413458395393468,-0.798208011217494,-0.0151825014580848,-0.206690934491938,-0.0130782077943869,-0.0493915474595676,0.0236977104742844,0.141496170216476,-0.0346169048062506,0.0166044473302138,0.0329873841207487,0.0206972949512,0.0548567160707815,0.0531200693053282,-0.0252245709156194,-0.0285274273117961,0.0133437549921266,0.0781243354593983,-0.0241562800392662,0.0246142561196303,-0.00214169783163303,-0.0133763219739437,-0.0690928471492377,dehesa,sevilla,,female,NA,2,4,
PP1205,-0.033668904414911,-0.0123191191012342,-0.047139062643637,-0.0194734539767339,-0.0272230489272967,-0.0074046722960319,0.0188515153478025,-0.013261849414129,0.00591235450466241,0.0044966557126545,-0.0357004527570845,0.00278726453130887,-0.0161118098281956,-0.0133778442582095,0.00951507087267734,-0.0109519127420948,0.00724641176712542,-0.00139613003719141,0.0049929760672763,-0.0131572972297826,0.00423598089472276,-0.000581858532406746,-0.0174093697458038,0.00248087289627872,-0.00772732453330608,0.0367973394810124,-0.0126672326827697,-0.0193961625605895,0.00284194475161145,0.00499514236537679,0.00579769936194902,0.0159639604759401,dehesa,sevilla,,female,1,1,2,1
PP1206,-0.0383794456070391,-0.0415142915023145,-0.0731112883442147,-0.000329803677487679,-0.0133653989534962,0.0294384808475993,-0.0183749225803923,0.00617261303063811,0.0231909167692946,-0.00427595318075944,0.00873714590378512,-0.0139245422462073,0.0104020161107806,-0.0214346052173054,-0.0183046505946558,-0.0191253307353953,-0.0113225582127115,-0.0265181762163061,0.00207378185608468,-0.00374565675352305,0.0206771738653062,0.00663850550821283,-0.0114385182619702,-0.00260502538472004,0.00874181255858715,0.0315750143687696,-0.0175613204001245,-0.0111416035770429,0.0112759164047052,0.0133721042069879,0.0192533600900758,0.00814342512005337,dehesa,sevilla,,female,2,1,2,1
PP1207,-0.0349943047209581,-0.00815991148955936,-0.0272488935845944,-0.0124483094332325,-0.0168349437793712,0.000656562930288879,0.00680934338112975,0.000593134641287421,0.00103778661673266,-0.0011184191129759,-0.00191927156126245,-0.0018694942900134,-0.00485923012475361,-0.00328698048262342,0.00107791751167762,-0.00589161435508201,0.000872299567113538,-0.00307601244590659,-0.000552484071168416,-0.00291890315785896,0.00149168765634094,0.00240229020865413,-0.00367615006513464,-0.00529607626557986,0.0011748232449293,0.00352769705622091,-0.00351530846228144,-2.44430488484774e-08,0.00218232161506401,-0.000335183498627946,0.00159801647629187,0.00255820302454801,dehesa,sevilla,,female,1,3,2,1
PP1208,-0.0790406676430531,0.0617117446651017,0.00239533568808242,-0.0110607685605724,-0.00433673863506768,0.00108695241762326,0.00275016216418156,0.00491630402345352,0.000717690086667658,0.00369953636573159,-0.000484636567493328,-0.00283456318507771,0.000107953776795493,-0.000730060888450237,1.82674628778825e-05,-0.00249048324658895,0.000701808211407775,-4.34019630481225e-05,0.000993166939025194,-0.000390614239776521,0.000253327997342688,0.00147884556631463,-0.00293160704404006,-0.000146105416235082,-0.00149115713239804,0.0044878546688518,-0.00108774776283272,0.000167297947754839,0.00255993449060124,0.00125865139199278,0.000200242167734539,0.00108653895273194,dehesa,sevilla,,female,1,2,2,1
PP1219,0.220469859551011,0.148308614696163,-0.0961773315157097,0.0356920131817667,-0.00237879969559857,0.0103178362952902,0.0127001238291655,-0.00240502226724647,-0.001047786849596,0.00233164789880059,-0.0104947426180902,0.00564871483027905,0.016134270980703,0.00557401881621906,-0.0010270878691786,-0.0107661140892759,0.00727166545794815,0.00119846500930481,-0.00438838921787011,0.00573029801034201,0.00598117751320224,-0.00602270580948829,0.000298839490990129,0.00695219032413279,-0.00390516809815445,-0.0062628093569642,0.00588193595989141,0.00227581862938796,-0.00456778900635364,-0.00488151291654898,0.0087473284681513,-0.00577861247150453,puebla,sevilla,,female,NA,,4,
PP1221,0.239566627987424,0.169080007431303,-0.114565660006931,0.0495061374478506,-0.00348042384417044,0.0145817708660147,0.0145211628559294,-0.0021857047812535,-0.00395806524666197,-0.000837580796325997,-0.00577175184618278,0.00669232215137668,0.0158902388391837,0.00172708012017478,-0.00233465893106823,-0.0109596721710802,0.00356694263834422,0.00599995367578226,-0.00611004667309569,0.00627255663219469,0.00427852414025718,-0.00482910454259198,0.00493915303425247,0.00769213464984217,-0.00260463625415511,-0.0094631951788886,0.00403622758726442,0.00529523573331207,-0.00437783805900558,-0.00880245971956307,0.0154416894824606,-0.00450331990300803,puebla,sevilla,,female,NA,,4,
PP1232,-0.0136168000738545,-0.0121048057140377,-0.00248553644991007,0.0106905001214287,0.00928776216990057,0.00674821228465781,0.000136646027742288,0.00147576227559421,8.63184780392649e-05,-0.00146645632453806,0.000823255942084058,0.0010037491947815,0.000352500356656641,-0.00212030058476409,-0.00367235500309142,-0.000382362471103174,-0.00415678049543325,-0.000936659660422517,-0.00100802070136086,-0.00515347175932962,-0.000110598322454952,0.000530983853641545,0.00195200735138925,-0.00164121415279605,0.00140206527369142,0.00286391736874198,0.000808765832107645,-0.000859658184622233,-0.00046659766773254,-0.00149270927716661,-0.000817922998976633,0.00124783552141553,palomares,sevilla,natural,female,2,2,NA,1
PP1233,-0.00377835156225204,-0.0237141478575487,-0.0146844296905887,-0.00247664328023439,-0.00192714237449381,0.00826283453919313,-0.00274418926610397,0.00326994002699265,-0.000171601139860971,-0.0027757384875726,-0.000253180766295496,0.00183427467200881,-0.00477508927444413,-0.00165402120884672,-0.000210924134130723,0.00275959116387351,0.00134264596197876,-0.000813938192869547,0.00263414754692641,-0.00192937525724343,-0.000281649262062138,-0.00157760269098179,-0.00117158658070099,-0.00393237032088722,-0.000754955350577509,0.00329968663525509,-0.00547783268552733,-0.0046732826190028,0.00596444503536525,0.0019938886906734,-0.00213173648795836,0.001914760993987,palomares,sevilla,urbano,female,2,1,NA,1
PP1234,-0.00877368378366159,-0.0219996751582415,-0.0204952367521526,-0.000913076581623735,-0.00617881742244316,0.0050512354296359,-0.00367346250748386,0.0025018556612667,-0.000114892076316133,-0.00135291998827813,0.000342415777871051,0.000808569603050427,-0.0051650164986496,-0.00308515887331907,-0.00181733812092748,0.000119063278267662,0.000751575264328158,-0.00366331900657321,0.000507103563268549,-0.00295058353373071,-0.000598432850263601,-0.002194461694079,-0.00029736934546027,-0.00293322879308154,0.0010361348998043,0.00473403478317183,-0.00168390777741654,-0.00211485311728299,0.00354668096825751,-0.00184340585830026,0.001877829162288,0.00343451869067806,palomares,sevilla,urbano,female,2,1,NA,1
PP1253,0.0633679069723244,0.0118767531689661,0.00238375029764652,0.0115895698055404,-0.00208955114575058,0.00473494663295265,-0.00196797924156884,0.00265173395521828,-0.00802543114942423,0.000346593732346571,-0.00324451307827995,0.00425556353744572,-8.83890701310139e-05,-0.00288325743668994,-0.00690948674630368,0.00597620544781867,-0.00372823743485292,0.0058300372427685,0.000669129475951042,0.00246278260034785,-0.00455825403745728,0.000734301191817477,0.00300693514018907,0.000410174679499305,-0.000201058319740074,0.000838621948835134,-0.00277224691911357,8.00851855988699e-05,0.000358822747093145,-0.000328687592230433,-0.000904641547470928,0.000637254676374777,hampa,sevilla,urbano,female,2,2,NA,1
PP1254,-0.00460629815102295,-0.0101465232773124,-0.000929278844159538,0.0360388344138328,0.0392713687380998,0.0207311446015903,-0.00746158331286005,0.0111021056368526,0.00329051385755751,-0.00705643995416841,-0.00204564085048385,0.0043474005499381,-0.0141484521861185,0.00237419091022572,-0.016786022006763,0.000658323034328917,0.000701466263629373,0.00589616405200481,-0.0124706206028379,-0.00120404666879289,-0.00436738434650975,0.00893893700975157,0.0138574081001523,-0.0164949325737576,-0.0126887795397066,0.00350198746524114,-0.00333468811332662,0.00829005292866659,-0.00170023337003946,0.00036766208494632,0.0151474879417153,-0.00598450081379224,hampa,sevilla,urbano,female,2,2,NA,1
PP1256,0.109918102213229,0.0275246297976816,0.00233288532212613,0.00838422331506038,0.00578412426035521,0.00650170808717584,-0.00810024579995263,0.0020918330923397,0.00350017488285575,0.000585133188874078,0.00163660266543413,5.10353324498876e-05,-0.0018667744451295,0.00200756224612858,-0.00239155526562375,0.00897335637865136,-0.00300257059450525,1.64405863312841e-05,-0.00112296643946122,0.000121207774591863,0.000147374200392991,0.00339415003148366,0.00158473615765764,-0.00252407651060919,0.00157265620457926,-0.000604765405400134,-0.00552551918432518,0.00335224833910821,0.000261111700705446,-0.0012020210834385,0.0016935044459361,0.00463956153069272,hampa,sevilla,urbano,female,2,2,NA,1
PP1265,-0.0326159212779332,-0.019786119902191,-0.00655396079807073,-0.118789670763486,-0.0709348324302883,-0.0646521201521711,0.0252637196149075,-0.0200751990509802,0.0617440558997643,0.0201727766891381,0.00143125216061378,-0.00169324765687104,0.00553255565239039,-0.0428465505094083,-0.01738027226619,0.00764057791871224,0.0356257725108228,0.00694915869340083,-0.0351651110579894,-0.00793699473668415,-0.0121567187794806,-0.0110179297997231,-0.0361968079399461,-0.034140366127969,0.00827373387371569,-0.0359065115216956,-0.00945586517092168,0.0214206191838972,0.00887604932989432,-0.00684699975344367,0.00664763200989948,-0.0336621619025789,corrales,huelva,urbano,female,1,1,NA,1
PP1266,0.111452330996733,-0.0762223061588381,0.167325937819817,-0.158927349417905,-0.0253960795493749,-0.0157596382709781,-0.025995751424304,-0.00186756542791502,0.0413737300297389,0.0196725620389717,-0.00927780593116978,0.000920737429590975,0.0106663208312002,-0.00653263039509677,0.00835905711153774,-0.00333227904179663,0.00446389837480618,0.00874091694591958,-0.0112206731927677,-0.00569237039103318,0.0140036355091184,0.00135491816571013,0.00528960829470057,0.00298805324553402,0.00844395660528478,-0.016858871593223,0.00617312341216925,0.00527045151662331,-0.00780223903288362,-0.00768528251851218,-0.0143503263929011,-0.00715255049418486,corrales,huelva,natural,female,2,2,NA,1
PP1268,-0.015843609855362,-0.0148573172745232,0.00418108271618218,0.00854911401900556,0.00737932731575763,0.00602233077128606,-0.00224460290429125,0.00210287964878512,0.00296780798466634,-0.000189045773420258,0.00342290165166711,-0.000989625705109945,0.00112315693898514,0.00138332799736377,-0.00083015467802585,0.00149262382592396,-0.00131938748599231,0.00325454383126847,-0.0016160559546011,0.00439540591140933,0.00206586397114381,-0.00200506082050609,0.000400832375668466,0.0001337980403365,-0.000222091202301721,0.00109360333142338,0.000825902594498579,-0.00429806767735969,-0.0033680410254956,0.00153532291254961,0.00229354603237957,-0.00112650394221049,cmutis,huelva,urbano,female,2,2,NA,1
PP1269,-0.0168552425070654,-0.00603984521278378,0.00627550770241657,0.00853688900230995,0.00215453911425151,0.0105870206543189,0.0121639494942574,-0.000287047274205377,0.00380049572019839,0.00079503864484151,0.000858285423717869,0.00178315756212758,-0.003158570396251,0.00121717992819733,0.000827329473501385,-0.00524978195672235,0.00102249246182665,-0.00169774204831417,0.00310367552609954,0.00137459007973272,-0.00211150119408527,-4.14989192232394e-05,-0.000732135802266052,-0.00315122731209665,-0.000343280377499428,0.00338409217970406,-0.00287893096901333,0.00126074099811969,0.000534620786961838,-0.000483689016433583,-0.00204626590361183,0.00150705947054439,cmutis,huelva,urbano,female,1,2,NA,1
PP1270,0.101524705721459,-0.0691211145035335,0.152857853533906,-0.146315509055171,-0.0231999114274934,-0.0199357703547304,-0.0236440575754183,-0.00490584546598408,0.0399623522326183,0.0181411135816437,-0.0108886176962274,-0.000690129209805135,0.00505774661642549,-0.00981826914621538,0.0142055854016468,-0.00504061365517966,0.00335822394078671,0.00830400063667668,-0.00859779041530922,-0.00321652190693955,0.00897031991447056,0.00304327998707185,0.00426306018876998,0.00919052234346673,0.000720968966662112,-0.0142577760580808,0.00422089317273493,0.00379100137090755,-0.00341816386877675,-0.00540451539740083,-0.0165471741273577,-0.00846532106100814,corrales,huelva,urbano,female,2,2,NA,1
PP1284,-0.0260890773727155,-0.00804972273711408,-0.00291720729201251,0.00884768407497079,0.00645880253485455,-0.0101715953025925,-0.000549894504476357,-0.0031386196748773,-0.00371490238712051,-0.00211646110947679,0.00281275365566688,0.000215476874578063,0.00673281614190621,0.0105202234256263,-0.000542274787666226,-0.00367735190444231,0.00032674008325474,-0.00300728062153098,0.00292244622538956,0.00459753165173049,-0.0019822242903922,-0.00319214088375639,-0.00189678145019646,-0.00339380176712918,-0.0019975063287823,-0.00623515157720413,0.000230932737799948,-0.000195482162481123,0.00129119660267907,-0.00505143970946438,-0.00358965407926131,-0.000140769610014479,cmutis,huelva,urbano,female,2,2,NA,1
PP1285,0.122859815944911,-0.100304194514922,0.243581664820066,-0.222706025599628,-0.0274613815065348,-0.0204145467648777,-0.0399371269800432,-0.00619523542752734,0.0601796051923856,0.0276061839779296,-0.0173273462094707,0.00560232773498259,0.0193524280089379,0.000975378833331222,0.0278280084391498,-0.0184931426392264,-0.00302719013525482,0.00176711153714435,-0.00925191040550213,-0.00876724476670064,0.0228699512555101,0.00115478485521909,0.0120781258958292,0.0170136047974489,0.00532910086498606,-0.0185066879078198,0.0160986334187267,-0.00275038146070835,-0.006029568893084,-0.00793404972170993,-0.0251730505080147,-0.0117630004590635,corrales,huelva,,female,NA,,4,
PP1289,0.123359902004304,-0.0878670829988906,0.206528957387048,-0.178957329352804,-0.0252134999990567,-0.0160393558478353,-0.0286211056486723,-0.00616442408795927,0.0504839144766882,0.0238766457570666,-0.0151632277647401,0.00125776893342307,0.000939305979133291,-0.00715796221681621,0.0241900058149724,-0.0140770002555936,-0.0113017929275313,0.000896084554733643,-0.00456831245408231,-0.00498477976789052,0.0151581961211209,0.00148732051943464,0.00768786799467669,0.00653284123983201,-0.00208083911300535,-0.0132630113611073,0.0108169366587573,0.000117574896197488,-0.00914540419741992,-0.00799139328990675,-0.0200618081250019,-0.0135533310376857,corrales,huelva,,female,NA,,4,
PP1290,-0.0285816505653121,-0.0105863432008793,-0.0183136934183688,-0.00900684367361267,-0.0114225737935048,-0.000572133961405784,0.00807188363490567,-0.000300614976005367,0.00425832708802507,0.000232510183986552,0.00266036908771324,0.00170849962845946,-0.00148005185074115,0.000747204536904299,-0.00240742747836237,-0.00761764132917394,0.00169259089434391,0.00377786436684513,-0.000768600886458799,0.000297240110736067,0.00192895932831505,0.00191965047495622,-0.000758395114087398,-0.00274892187334209,0.00315339358206356,-0.000400762425213891,-0.00152693709964971,0.000713179818664761,-0.000250845031618319,0.00125053380949693,0.000441261316732521,2.03195095543614e-05,cmutis,huelva,urbano,female,1,1,NA,1
PP1291,-0.0104540928212587,-0.0441782137125174,0.0468263208818311,-0.143054713014472,-0.0904548086246783,-0.0189247704636029,0.0345743735915756,-0.0117487194061365,0.0492621307870501,0.0141490162525461,-0.0226554628085691,-0.00440880636470577,-0.00161652179326865,-0.0224842401496568,0.0174276269323565,-0.0749083281580383,-0.0225243983866648,0.0172359427496822,-0.00740715912526933,-0.00540429062686553,0.0046252855230436,-0.0171354751112735,-0.0195170783235491,-0.0528512513879037,-0.00431820773110446,-0.0247438811521584,0.000608437318674088,0.0300745984329903,0.0197160084392573,-0.0180790634061587,0.0184977143569895,-0.022755640517062,corrales,huelva,,female,NA,,4,
PP1293,-0.0136885828352032,-0.0228986938995898,-0.0169781744153303,-0.00225912148299218,-0.0035489337281403,0.0106129681623943,-0.0026340549248939,0.00166087989265582,0.00469380165934621,-0.000108885884262062,0.000428366542626148,-2.85936923524382e-05,0.00209732029612926,0.000678457948616,-0.00218990514781046,0.00213699989123939,-0.000954836702718458,-0.00090315292441401,0.000205657465365637,0.00117484813698187,0.00326822331630047,-0.00135307797873396,-0.00406499380510873,-0.000211362294002729,-0.00108712744409672,0.00135939209176874,-0.000346086460646967,-0.00362014725354203,-0.00422410354744449,-0.000945867412950892,0.00179408227252624,-0.000765629131982471,cmutis,huelva,urbano,female,2,1,NA,1
PP1302,0.0365262763044046,-0.0615632986125093,0.123826779445741,-0.0474462252341755,-0.00825816966829268,0.0120868816332413,-0.0117349681843445,0.00792539356550222,0.0471850440239188,0.020579113901663,0.0107311154783269,0.00162627859422702,-0.0144070606462982,0.0101965521581264,-0.000778165382248855,0.0100671247500569,-0.0196314299776058,-0.01601325111102,0.0254675704938979,0.0204876471634975,-0.00503435845915808,-0.00333323761218468,-0.0102717647583397,-0.011108202915145,-0.00821558484253833,-0.00262390540785563,-0.00802252257533643,0.00652179028865905,0.015327926726397,0.00408691461444894,-0.0198332205769396,-0.024875962778823,corrales,huelva,,female,NA,,4,
PP1304,0.128641771602549,-0.0860315164256892,0.21018620575935,-0.179431613119488,-0.0183701639422762,-0.0130944804860391,-0.0347731054260571,-0.00267448033910285,0.0406089551992968,0.0210752747466022,-0.0148573571859641,0.0024755667573617,0.00830435095066329,-0.0103955503563221,0.025605539238869,-0.00898538862990253,-0.00153785223151639,-0.000341819582182608,-0.00403639625393039,-0.00499155129630218,0.0213450103694334,0.00496312839857146,0.0104217096171328,0.00867194770576919,0.00770639756906503,-0.0169128309988342,0.00292133310059919,0.00459387911840185,-0.0147406045171297,-0.00541381093511015,-0.0178201055101493,-0.00965814212036733,corrales,huelva,,female,NA,,4,
PP1308,0.130784301031225,-0.0947092479880078,0.230990269829179,-0.202115193632375,-0.0260787246693362,-0.0176180582804226,-0.0346106890465075,-0.00600599641947479,0.05062998993529,0.0291915108505125,-0.0169811766444905,0.00503710399820487,0.0151484347095525,-0.00660647425425308,0.0272355997118497,-0.0169881002206179,-0.00169312698570273,0.00337725666987879,-0.00893016394533193,-0.00887172477480603,0.0173705692230553,0.00456741122885906,0.00801457370784576,0.0157620546272835,0.00394636280818848,-0.0187867594287534,0.0108433009833345,0.0062301961719822,-0.0154074489177766,-0.0124152510646788,-0.0202947298003216,-0.0190106353615748,corrales,huelva,,female,NA,,4,
PP1312,-0.0171691705371878,-0.083603612360413,-0.106543904341681,-0.024823166205685,-0.0373834737925101,0.116752595058246,-0.0564779063484196,0.0572656292033712,0.100750845295136,0.0142627664418182,0.0507412600009332,-0.0172591518450149,-0.0617599432794523,0.208935715499703,-0.0565122662560933,0.12413268747445,0.263006726692244,-0.126239080757333,0.203645068173889,0.0906295208584991,-0.125085550235904,0.0974420845098311,0.0596579115321672,0.292108668480533,0.0277529859845646,-0.0390389458491797,-0.153402285822882,0.0998191635855876,0.100780332817565,0.0784586067898734,-0.29201133835394,0.0522487529597652,cmutis,huelva,urbano,female,NA,,4,
PP1313,-0.0355327881229218,-0.0670300711031222,-0.180405630203189,-0.12446958937611,-0.0908452752111799,0.00701864564461414,-0.0437564635815238,0.0190338582234417,0.0769603865998468,-0.00144556553119789,0.0451845778957623,-0.0395499975191003,0.0181757434085865,0.0710003519648371,0.0105174351058833,0.0407704330113084,0.15279293564249,-0.0876641921043443,0.0511820539818324,0.0334744000008204,-0.0800745360840169,-0.0166906150841737,-0.0207003242727833,0.0912383191241231,0.134406430073839,-0.0474481889047848,0.081304714904759,0.0164862510352721,0.0743639724179754,0.0327444631504477,-0.00857764382246597,-0.0350248750777236,cmutis,huelva,urbano,female,NA,,4,
PP1314,-0.0364338606152243,-0.0284483170102879,0.020111098750609,0.0656628817786026,0.00595873909417553,0.151807536925033,0.128809689917198,0.0330592702797345,0.0188368515936634,-0.0284537428895456,0.0471100959184965,-0.000808646051480888,-0.0637813111512334,0.0796184204977964,-0.0486553694257085,-0.150699321573207,0.14943387706523,-0.0987925841263353,0.0786050535048542,0.0995701876116587,-0.166470190425592,-0.0247052799931828,0.111272865665881,0.0803384220205255,0.39309384756159,-0.276428325136362,0.321197339256173,-0.0296162867391728,0.119637834193964,-0.0383940833531739,0.302281294995377,0.0914454311442766,cmutis,huelva,urbano,female,NA,,4,
PP1315,-0.0250524828590211,-0.0722265568233422,-0.091472688816718,-0.0197415701966933,-0.0444291544020091,0.123100169879929,-0.0452784310394147,0.0637326382720211,0.0899770624904391,0.00116186250609892,0.0344067566729594,-0.0228824435865517,-0.0850895945207675,0.125726387426507,-0.0109109109493674,0.0290859698756387,0.19260556682904,-0.0594866264968161,0.069699788882562,0.0454116650685303,-0.108818906603118,-0.024619866313962,0.031549062404359,0.054922813084775,0.00976298853368354,-0.0902718537126452,0.107581250105829,0.0199183953810851,0.17843567372374,-0.107408218143728,0.0269354206324888,-0.184143604450741,cmutis,huelva,urbano,female,NA,,4,
PP1343,-0.0248659046145939,-0.0340167583320621,-0.0579504992202616,-0.0669712084383391,-0.0256698286377735,-0.0418041017490756,-0.0296193872032273,-0.00905103919310687,0.0633475654002786,0.0110239849747769,-0.0108601603279788,-0.00799690096586823,0.0121230300823788,0.0339455179821378,-0.023743973361146,-0.00643523743123487,0.0271104747279834,0.0254170465160882,-0.0172711974692253,-0.0170205584431541,-0.0345747436173618,-0.00407830177622633,-0.010169386496384,-0.00528659509112396,-0.00584297765939892,0.00791834888038971,-0.0093182456006106,0.0075446010389759,-0.0150642819327409,0.00768213516756358,-0.00855350520989094,-0.00396895673510879,edarhu,huelva,urbano,female,2,1,NA,1
PP1344,0.0701974671678397,-0.0458738209999526,0.0533830993916243,-0.0469958704075682,-0.0104857917780909,0.00354673070002869,-0.0072676805928338,0.0023217011653599,0.0118428746308624,0.00323409364864223,-0.00486151755583023,0.00118452631836668,0.00123533955623554,0.00294712430147883,0.0024041258612881,-0.00387644405176046,0.00144249485060753,0.00176012367925536,-0.00229198628107103,-0.00115537181036192,-0.000442361793606677,-0.00183685032745801,0.00201569599255402,0.000510643346635312,0.00010354625420179,-0.00249216347896287,-0.00193367881501232,0.00184984739749376,0.00185182250025637,-0.000989012838298186,-0.00214038937833252,0.000990091309720939,edarhu,huelva,natural,female,2,2,NA,1
PP1345,0.0534717024589603,-0.0355224929498323,0.0392632474594657,-0.0370171132536286,0.000237835435704062,-0.00014694838325559,-0.00637608609660044,-0.00297025409661784,0.0128265297812179,0.00181274600806247,-0.00277273431718285,-0.00159099284525383,0.00198361892091292,-0.00141781028055171,0.0047707640244344,-0.00537540181464074,-9.50109509517855e-05,0.00542845874351112,9.3994977712264e-05,0.000129798255781811,-0.00428743853129349,-0.000931859095385881,0.00187240803224512,0.00426184893564113,0.000378396535181117,-0.00286840193561321,-0.0014878374221761,0.00271363441624136,0.000762203617827271,0.00120015648934337,-0.00218427577922417,0.00154695105626256,edarhu,huelva,natural,female,2,2,NA,1
PP1346,-0.0174492097148744,-0.0638176317605246,-0.0534819383540746,-0.0309185051862784,-0.0194478684694552,0.0517170435603355,-0.0119282160606386,0.00880173256336134,0.0627957546121225,0.0147921630489705,0.00877118612760722,-0.000971709741829919,0.0164100999614484,0.0184703305569306,0.013293835706009,0.00106852403149795,0.0187135779809483,-0.004607816796774,-0.0074879197388756,-6.49004428869013e-05,-0.0147531008859167,0.0128197106553057,-0.0055422126295731,0.00773532822872948,0.000941905354058679,-0.00611409592511276,-0.0159082806490757,0.0073474138104508,0.0520471914489872,0.0162488545232155,-0.00158133043083689,0.00256771024554925,edarhu,huelva,natural,female,2,1,NA,1
PP1348,0.0738930370129017,-0.0587094619818558,0.0840089142210438,-0.0745568533259257,-0.00733889299357801,-0.000776199994793742,-0.0182685771222169,0.00124177288342138,0.0228916587760899,0.00676544808928522,-0.0077229811528002,-0.00273616894678274,0.000686912439332389,0.00905656218924985,0.00512357188065094,-0.000509862566318105,0.00761821088676004,0.00519684481132814,-0.00505319812019153,0.000110397827327635,0.000413021216750674,0.00141326014926043,0.00181199621828617,0.00629149031887753,-0.00115495473457078,-0.0102026280701241,-0.00361857498642534,0.00123232957818089,0.00270235901157734,0.000941873705033269,-0.00392224089421511,-0.000282389748527102,edarhu,huelva,urbano,female,2,2,NA,1
PP1351,-0.00541258113847719,-0.0796113235427576,-0.0791252257068724,-0.0677821261687416,-0.0455412609994702,0.037993137358263,-0.030118606374089,0.0134270676356677,0.0476221741424368,0.00549227053745104,0.00315495746127409,-0.0102439119421383,-0.0067009155356214,0.0219102157532279,0.0201913676573449,0.00203442502999506,0.00738289956922745,-0.00450251127529489,-0.0104219714467239,-0.0230834197113139,0.00113519214167601,0.00399886012480468,-0.00810881998343407,-0.00628797677425003,-0.00392362872285233,0.00748045566579677,0.000435078965563231,-0.000838721037017067,0.000540035205220495,0.0137761683874506,0.00735514517089046,-0.00249135660924542,edarhu,huelva,natural,female,2,1,NA,1
PP1352,-0.0125681618675915,-0.0507458231586802,-0.0313634376687579,-0.0525031523413205,-0.0449793581488611,0.051650775234217,0.0321276468340732,-0.00162090428576908,0.0469821954915991,0.0109111758245352,0.00286502326189912,0.00409155984349396,0.0205604588069024,-0.000364285116515567,-0.00745526124615677,-0.0412832792022942,0.0075781818763176,0.0163069812388473,-0.0143757276500135,-0.0241186985840946,-0.0144422011140843,-0.00516118956793889,-0.00955957743019682,-0.025488117142965,0.0063060296303687,0.00468185021325662,-0.00719555828065763,0.00448119948739068,0.0022035346116534,0.00998408029446633,0.00377490097938987,0.00615478890303229,edarhu,huelva,natural,female,1,1,NA,1
